,Name,email,new
157,AMINES & PLASTICIZERS LTD,TEJAS@AMINES.COM,TRUE
158,AMINES & PLASTICIZERS LTD,anildeora@amines.com,TRUE
159,AMINO ORGANICS,info@aminoorganics.com,TRUE
160,AMINO ORGANICS,sales@aminoorganics.com,TRUE
161,AMPLUS SHAMS PRIVATE LIMITED,kaushik@amplussolar.com,TRUE
162,AMPLUS SHAMS PRIVATE LIMITED,mahesh.shetty@amplussolar.com,TRUE
163,AMPYR RENEWABLE ENERGY RESOURCES,support@ampyrenergy.com,TRUE
164,AMPYR RENEWABLE ENERGY RESOURCES,mahendra.goyal@ampyrenergy.com,TRUE
165,ANALOGIC AUTOMATION PVT LTD,nitin.mohanpurkar@analogic.co.in,TRUE
166,ANALOGIC AUTOMATION PVT LTD,santosh.vaidya@analogic.co.in,TRUE
167,ANALOGIC AUTOMATION PVT LTD,gautam.udayan@analogic.co.in,TRUE
168,ANALOGIC AUTOMATION PVT LTD,rakesh.ghodke@analogic.co.in,TRUE
169,ANALYS LAB PRIVATE LIMITED,BD@ANALYSLAB.COM,TRUE
170,ANALYS LAB PRIVATE LIMITED,subbaiah.p@heterodrugs.com,FALSE
171,ANALYTICAL LAB SUPPLIERS CO,INFO@ALSCO.IN,TRUE
172,ANALYTICAL LAB SUPPLIERS CO,alscoblr@vsnl.net,TRUE
173,ANALYTICAL SALES AND SERVICES INC,matt@analytical-sales.com,TRUE
174,ANALYTICAL SALES AND SERVICES INC,info@analytical-sales.com,TRUE
175,ANALYTICAL SALES AND SERVICES INC,accounting@analytical-sales.com,TRUE
176,ANAMATRIX INSTRUMENT,anamatrixinfo@gmail.com,TRUE
177,ANAMATRIX INSTRUMENT,anamatrix.instruments@gmail.com,TRUE
178,ANAMATRIX INSTRUMENT,anamatrix@dataone.in,TRUE
179,ANAND DIAGNOSTIC LABORATORY,adlaccounts@anandlab.com,TRUE
180,ANAND DIAGNOSTIC LABORATORY,vikas@neuberganand.com,TRUE
181,ANAND DIAGNOSTIC LABORATORY,ramesh_r@anandlab.com,TRUE
182,AnaPath Services GmbH,Paula.Mendoza@anapathresearch.com,TRUE
183,AnaPath Services GmbH,accounting@anapath.ch,TRUE
184,ANATEK SERVICES PVT. LTD.,SOMU@ANATEKSERVICES.COM,TRUE
185,ANATEK SERVICES PVT. LTD.,chennai@anatekservices.com,TRUE
186,ANEST IWATA MOTHERSON,blr.service@aim.motherson.com,TRUE
187,ANEST IWATA MOTHERSON,service.afb@gmail.com,FALSE
188,ANEST IWATA MOTHERSON,bangalore@aim.motherson.com,TRUE
189,ANGENE CHEMICAL,contact@angenechemical.in,TRUE
190,ANGENE CHEMICAL,sales1@angenechemical.com,TRUE
191,ANGENE CHEMICAL,raghupathi.perala@angenechemical.in,TRUE
192,ANKOM INTERNATIONAL,info@ankom.co.in,TRUE
193,ANKOM INTERNATIONAL,ankomfollowup@ankom.co.in,TRUE
194,ANKOM INTERNATIONAL,ankomint@dishnetdsl.net,TRUE
195,ANNEXE CHEM PRIVATE LIMITED,kalpesh@annexechem.com,TRUE
196,ANNEXE CHEM PRIVATE LIMITED,account@annexechem.com,TRUE
197,ANSELL INDIA PROTECTIVE PRODUCTS,rehan.faquih@ansell.com,TRUE
198,ANSELL INDIA PROTECTIVE PRODUCTS,annie.thomas@ansell.com,TRUE
199,ANSELL INDIA PROTECTIVE PRODUCTS,dilip.jaybhaye@ansell.com,TRUE
200,ANTHEM BIOSCIENCES PVT LTD,vinuta.h@anthembio.com,TRUE
201,ANTHEM BIOSCIENCES PVT LTD,prakash.k@anthembio.com,TRUE
202,ANTHEM BIOSCIENCES PVT LTD,romen.m@anthembio.com,TRUE
203,ANTICORROSIVE EQUIPMENT,sales@anticopumps.co.in,FALSE
204,ANTICORROSIVE EQUIPMENT,acc2.factory@anticopumps.co.in,FALSE
205,ANTICORROSIVE EQUIPMENT,factory@anticopumps.co.in,FALSE
206,ANTON PAAR INDIA,info.in@anton-paar.com,TRUE
207,ANTON PAAR INDIA,raj.mathuria@anton-paar.com,TRUE
208,ANTON PAAR INDIA,service.in@anton-paar.com,TRUE
209,ANTON PAAR INDIA,gurusamy.suresh@anton-paar.com,TRUE
210,APEX ENGINEERING SOLUTIONS,somasundar@apex-es.in,TRUE
211,APEX ENGINEERING SOLUTIONS,projects@apex-es.in,TRUE
212,APEX ENGINEERING SOLUTIONS,servicesupport.hyd@apex-es.in,TRUE
213,APEX ENGINEERING SOLUTIONS,accounts@apex-es.in,TRUE
214,APEX ENGINEERING SOLUTIONS,srm@apex-es.in,TRUE
215,APOLLO SCIENTIFIC LTD,sales@apolloscientific.co.uk,TRUE
216,APOLLO SCIENTIFIC LTD,accounts@apolloscientific.co.uk,TRUE
217,APOLLO SCIENTIFIC LTD,gavin.logie@apolloscientific.co.uk,TRUE
218,APTECH LIMITED,sudhakarv@aptech.ac.in,TRUE
219,APTECH LIMITED,praveenp@aptech.ac.in,TRUE
220,AQUA ENGINEERING SERVICES,shivram@aquaengg.com,TRUE
221,AQUA ENGINEERING SERVICES,ajit@aquaengg.in,TRUE
222,AQUIGEN BIO SCIENCE,sagar.m@aquigenbio.com,TRUE
223,AQUIGEN BIO SCIENCE,info@aquigenbio.com,TRUE
224,ARBOR CHEMICAL,ACT@arborchemical.com,TRUE
225,ARBOR CHEMICAL,watson.zhang@arborchemical.com,TRUE
226,ARIHANT INNOCHEM PRIVATE,guru.basavaraja@arihantinnochem.com,TRUE
227,ARIHANT INNOCHEM PRIVATE,dewangini@arihantinnochem.com,TRUE
228,ARIHANT INNOCHEM PRIVATE,megha@arihantinnochem.com,TRUE
229,ARISTO METAL INDUSTRIES,hg@aristometal.com,TRUE
230,ARISTO METAL INDUSTRIES,info@aristometal.com,TRUE
231,ARMSTRONG DESIGN,indiasales@armstrongfluidtechnology.com,TRUE
232,ARMSTRONG DESIGN,aprasanna@armstrongfluidtechnology.com,TRUE
233,ARMSTRONG DESIGN,PBalasubramanian@armstrongfluidtechnology.com,TRUE
234,ART LAB EQUIPMENTS,artlabsindia@gmail.com,TRUE
235,ART LAB EQUIPMENTS,arun@artlabsindia.com,TRUE
236,ART LAB EQUIPMENTS,anil@artlabsindia.com,TRUE
237,ART LAB EQUIPMENTS,sales@artlabsindia.com,TRUE
238,ARUN & CO,sales.support2@zytex.com,TRUE
239,ARUN & CO,rajesh.poojari@zytex.com,TRUE
240,ARUN & CO,info@zytex.net,FALSE
241,ARVS EQUIPMENTS PRIVATE LIMITED,sales@arvsequipments.com,TRUE
242,ARVS EQUIPMENTS PRIVATE LIMITED,admin@arvsequipments.com,TRUE
243,ASHA MATERIAL HANDLING,SPARES.ASHAMH@GMAIL.COM,TRUE
244,ASHA MATERIAL HANDLING,admmin.ashamh@gmail.com,TRUE
245,ASPIRARE TECHNOLOGIES,vikas@aspirare.in,TRUE
246,ASPIRARE TECHNOLOGIES,raghu@aspirare.in,TRUE
247,ASPIRARE TECHNOLOGIES,gayathri.hr@aspirare.in,TRUE
248,ASSOCIATED CHEMICALS INDUSTRY,indu@acigroup.co.in,FALSE
249,ASSOCIATED CHEMICALS INDUSTRY,updates1808@gmail.com,FALSE
250,ASTATECH.INC,accounting@astatechinc.com,FALSE
251,ASTATECH.INC,sales@astatechinc.com,FALSE
252,ATNT LABORATORIES,info@atntlabs.com,TRUE
253,ATNT LABORATORIES,atntashu@yahoo.co.in,TRUE
254,ATNT LABORATORIES,info@atnt.in,TRUE
255,AURIGA RESEARCH,acs3@aurigaresearch.com,TRUE
256,AURIGA RESEARCH,bdblr@arbro.net,FALSE
257,AUROCLEAN,dkambham@auroclean.in,TRUE
258,AUROCLEAN,v.p@auroclean.in,TRUE
259,AUROCLEAN,abishek082@gmail.com,FALSE
260,AURUM PHARMATECH LLC,accounting@aurumpharmatech.com,TRUE
261,AURUM PHARMATECH LLC,sales@aurumpharmatech.com,TRUE
262,AUTOFITS PACKAGING,suveethsk@autofits.com,TRUE
263,AUTOFITS PACKAGING,marketing2@autofits.com,TRUE
264,"AUTOMATION ANYWHERE, INC",preetam.gupta@automationanywhere.com,TRUE
265,"AUTOMATION ANYWHERE, INC",sales@automationanywhere.com,TRUE
266,AVALON INTEGRATION,rscipioni@avalonintegration.com,TRUE
267,AVALON INTEGRATION,gcoluccio@avalonintegration.com,TRUE
268,Avantor Performance,sachin.chaudharkar@avantorsciences.com,TRUE
269,Avantor Performance,savitha.narayanan@avantorsciences.com,TRUE
270,Avantor Performance,dipesh.mohite@avantorsciences.com,TRUE
271,Avantor Performance,sunil.sharma@avantorsciences.com,TRUE
272,Avantor Performance,payments.india@avantorinc.com,TRUE
273,AVANTOR PERFORMANCE MATERIALS,Vishwanath.B@avantormaterials.com,TRUE
274,AVANTOR PERFORMANCE MATERIALS,prabhakar.mishra@avantorinc.com,TRUE
275,AVANTOR PERFORMANCE MATERIALS,payments.india@avantorinc.com,TRUE
276,AVANTOR PERFORMANCE MATERIALS,Purushottam.joshi@avantorinc.com,TRUE
277,AVANTOR PERFORMANCE MATERIALS,nagaraju.dosapati@avantorinc.com,TRUE
278,AVANTOR PERFORMANCE MATERIALS,rajesh.v@avantorsciences.com,TRUE
279,AVANTOR PERFORMANCE MATERIALS,sandeep.kulkarni@avantorsciences.com,TRUE
280,Avantor Performance Materials,bhushan.dawange@avantorsciences.com,TRUE
281,Avantor Performance Materials,snehalatha.rangasamy@avantorsciences.com,TRUE
282,Avantor Performance Materials,heena.bhasin@avantorsciences.com,TRUE
283,Avantor Performance Materials,Customerserviceindia@avantorsciences.com,TRUE
284,Avantor Performance Materials,SAKSHI.PATIL@COLEPARMER.IN,FALSE
285,Avantor Performance Materials,harsh.narula@avantorsciences.com,TRUE
286,Avantor Performance Materials,sunil.sharma@avantorsciences.com,TRUE
287,Avantor Performance Materials,amos.dayalan@avantorsciences.com,TRUE
288,AVANTTEC LABORATORIES PVT LTD,pmsaccounts@avanttec.net,TRUE
289,AVANTTEC LABORATORIES PVT LTD,k.r.ramesh@avanttec.net,TRUE
290,AVANTTEC MEDICAL SYSTEMS,georges@avanttec.net,TRUE
291,AVANTTEC MEDICAL SYSTEMS,raghavan@avanttec.net,TRUE
292,Azelis (India) Pvt Ltd,santhosh.rajak@azelis.in,TRUE
293,Azelis (India) Pvt Ltd,Surabhi.Deshpande@azelis.in,TRUE
294,Azelis (India) Pvt Ltd,Sonali.Sheth@azelis.in,TRUE
295,Azelis (India) Pvt Ltd,Bhavesh.Shah@azelis.in,TRUE
296,Azelis (India) Pvt Ltd,adinath.ware@azelis.in,TRUE
297,B.I.K INDUSTRIES,info@bikindia.com,FALSE
298,B.I.K INDUSTRIES,kansarajc@gmail.com,FALSE
299,B.M.SCIENTIFIC,Bangalore@bmscientific.in,FALSE
300,B.M.SCIENTIFIC,sales@bmscientific.in,FALSE
301,BACHEM AG,Sales.ch@bachem.com,TRUE
302,BACHEM AG,joachim.wimmer@bachem.com,TRUE
303,BANGALORE DOR-TECH,J.Chandrika@bangaloredortech.com,TRUE
304,BANGALORE DOR-TECH,praveen@bangaloredortech.com,TRUE
305,BANGALORE DOR-TECH,aiyappa@bangaloredortech.com,TRUE
306,BANGALORE DOR-TECH,DORTECH@VSNL.com,FALSE
307,BANGALORE FLUID SYSTEM,BANGA@Bangalore.Swagelok.com,TRUE
308,BANGALORE FLUID SYSTEM,Kumar.NR@Swagelok.com,FALSE
309,BANGALORE FLUID SYSTEM,swageblr@vsnl.com,FALSE
310,BANGALORE FLUID SYSTEM,banga@swagelok.com,FALSE
311,BANGALORE PRO TECH CONTROLS,jayanth@bangaloreprotech.com,TRUE
312,BANGALORE PRO TECH CONTROLS,dayalan@bangaloreprotech.com,TRUE
313,BECKMAN COULTER INDIA,GBKUMAR@beckman.com,TRUE
314,BECKMAN COULTER INDIA,DGJ@beckman.com,TRUE
315,BECKMAN COULTER INDIA PVT LTD,nbhat@beckman.com,TRUE
316,BECKMAN COULTER INDIA PVT LTD,jraj@beckman.com,TRUE
317,BECKMAN COULTER INDIA PVT LTD,SDV@beckman.com,TRUE
318,BECKMAN COULTER INDIA PVT LTD,rsatam@beckman.com,TRUE
319,BECKMAN COULTER INDIA PVT LTD,bclsservice@beckman.com,TRUE
320,BECTON DICKINSON HOLDING,Vikalp_Sharma@bd.com,FALSE
321,BECTON DICKINSON HOLDING,neeraj_singh@bd.com,FALSE
322,BECTON DICKINSON INDIA PVT LTD,Jagath_MG@bd.com,FALSE
323,BECTON DICKINSON INDIA PVT LTD,gyan_prakash@bd.com,FALSE
324,BECTON DICKINSON INDIA PVT LTD,MANEESH.KOYYALIL@BD.COM,FALSE
325,BETTERSUPPLY PRIVATE LIMITED,anas@bettersupply.in,TRUE
326,BETTERSUPPLY PRIVATE LIMITED,billing@bettersupply.in,TRUE
327,BEXSOLUTIONZ LLP,naresh@bexsolutionz.com,TRUE
328,BEXSOLUTIONZ LLP,admin@bexsolutionz.com,TRUE
329,BHARAT GLASS AND CROCKERIES,info@bgc.in,FALSE
330,BHARAT GLASS AND CROCKERIES,corporate@bgc.in,FALSE
331,BHARAT SANCHAR NIGAM LIMITED,aocashmr@gmail.com,FALSE
332,BHARAT SANCHAR NIGAM LIMITED,aoslrmng@gmail.com,FALSE
333,BHARTI AIRTEL LTD,a_nayeem.shariff@airtel.com,TRUE
334,BHARTI AIRTEL LTD,datacollection.kk@Airtel.com,TRUE
335,BHARTI AIRTEL LTD,isha.mazhar@airtel.com,TRUE
336,BHARTI ENTERPRISES,csdpds@skytechindia.com,FALSE
337,BHARTI ENTERPRISES,dmalviya@skytechindia.com,FALSE
338,BHAVANI THERMO CARE,bhavaniinsulation@gmail.com,TRUE
339,BHAVANI THERMO CARE,sukharam@bhavaniinsulation.com,TRUE
340,BHURUKA GASES LIMITED,ELECTRICAL@BHURUKAGASES.COM,TRUE
341,BHURUKA GASES LIMITED,cal.sales6@bhurukagases.com,TRUE
342,BHURUKA GASES LIMITED,SPECIAL.SALES3@BHURUKAGASES.COM,TRUE
343,BI BIOTECH INDIA PVT LTD,info@biotechindia.com,TRUE
344,BI BIOTECH INDIA PVT LTD,Accounts@BiotechIndia.com,TRUE
345,BI BIOTECH INDIA PVT LTD,Pankhuri@BiotechIndia.com,TRUE
346,BI BIOTECH INDIA PVT LTD,Orders@BiotechIndia.com,TRUE
347,BI BIOTECH INDIA PVT LTD,Vandana@BiotechIndia.com,TRUE
348,BILCARE LTD.,Mahesh.Sidhanty@bilcare.com,TRUE
349,BILCARE LTD.,ncid.label@bilcare.com,TRUE
350,BILCARE LTD.,supportbiocon@bilcare.com,TRUE
351,BILCARE LTD.,pratik.dalal@bilcare.com,TRUE
352,BINARY SYSTEMS PVT. LTD,itsalesblr@binaryindia.com,TRUE
353,BINARY SYSTEMS PVT. LTD,daniel@binaryindia.com,TRUE
354,BINARY SYSTEMS PVT. LTD,sureshp@binaryindia.com,TRUE
355,BINARY SYSTEMS PVT. LTD,PROJECTS@BINARYINDIA.COM,TRUE
356,BINDESH CORPORATION,sukumar.das@randox.com,FALSE
357,BINDESH CORPORATION,avibind@gmail.com,FALSE
358,BINDESH CORPORATION,AVIBIND@YAHOO.CO.IN,FALSE
359,BIO RAD LABORATORIES (INDIA),MSRI_NANDHINI@BIO-RAD.COM,TRUE
360,BIO RAD LABORATORIES (INDIA),deep_talreja@bio-rad.com,TRUE
361,BIO RAD LABORATORIES (INDIA),ubed_khan@bio-rad.com,TRUE
362,BIO RAD LABORATORIES (INDIA),nagarajan.mariappan@bio-rad.com,TRUE
363,BIO RAD LABORATORIES (INDIA),arun_prasath@bio-rad.com,TRUE
364,BIOAZURE TECHNOLOGIES PVT LTD,karl.pinto@bioazure.com,TRUE
